speech 1 |thank*1|
president obama |and*2|gutted*1|has*3|landed*1|was*1|watches*1|won’t*1|
obama has |not*1|proposed*1|weakened*1|
has weakened |our*1|
weakened our |military*1|
military by |weakening*1|
by weakening |our*1|
weakening our |economy*1|own*1|
our economy |he’s*1|strong*1|the*1|
economy he’s |crippled*1|
he’s crippled |us*1|
crippled us |with*1|
us with |wasteful*1|
with wasteful |spending*1|
wasteful spending |massive*1|
spending massive |debt*1|
massive debt |low*1|
debt low |growth*1|
low growth |a*1|
growth a |huge*1|
a huge |trade*1|victory*1|
huge trade |deficit*1|
trade deficit |and*1|it*1|with*4|
deficit and |open*1|
and open |borders*1|
open borders |our*1|
borders our |manufacturing*1|
our manufacturing |and*1|can*1|jobs*1|millions*1|trade*1|
manufacturing trade |deficit*1|
deficit with |china*1|mexico*2|the*1|
is now |approaching*1|taking*1|
now approaching |1*1|
approaching 1 |trillion*1|
1 trillion |a*1|
trillion a |year*1|
year we’re |rebuilding*1|
we’re rebuilding |many*1|other*1|
rebuilding other |countries*1|
countries while |weakening*1|
while weakening |our*1|
our own |affairs*1|ending*1|workers*1|
own ending |the*1|
ending the |theft*1|
the theft |of*1|
theft of |american*1|
of american |interests*1|jobs*1|
american jobs |and*1|will*1|
jobs will |give*1|
will give |our*1|us*1|
give us |resources*1|
us resources |we*1|
resources we |need*1|
need to |be*1|know*1|make*1|rebuild*2|think*1|use*1|
military which |has*1|is*1|
which has |been*1|to*1|
happen and |people*1|regain*1|yet*1|
and regain |our*1|
regain our |financial*1|
our financial |independence*1|
financial independence |and*1|
independence and |strength*1|
and strength |i*1|
strength i |am*1|
am the |only*1|
only person |running*1|
person running |for*1|
the presidency |war*1|who*1|
presidency who |understands*1|
who understands |this*1|
understands this |and*1|
a serious |problem*1|wall*1|
serious problem |i’m*1|
problem i’m |telling*1|the*1|
i’m the |one*1|only*2|
only one |who*1|—*1|
one — |as*1|believe*1|chris*1|
— believe |me*2|
them all |i’m*1|my*1|over*1|
all i’m |going*1|the*1|
one who |knows*1|
who knows |how*1|i*1|
knows how |to*2|
fix it |secondly*1|
it secondly |our*1|
secondly our |allies*1|
our allies |are*1|but*1|do*1|in*2|must*1|to*1|we*1|we’re*1|
allies are |not*1|
are not |bound*1|our*1|paying*1|
not paying |their*1|
paying their |fair*1|
their fair |share*1|
fair share |and*1|
share and |i’ve*1|
and i’ve |been*2|had*1|just*1|said*1|
i’ve been |a*1|on*1|saying*1|talking*1|there*1|
been talking |about*1|
this recently |a*1|
recently a |friend*1|lot*1|
lot our |allies*1|
allies must |contribute*1|
must contribute |toward*1|
contribute toward |their*1|
toward their |financial*1|
their financial |political*1|
financial political |and*1|
political and |human*1|
and human |costs*1|
human costs |have*1|
costs have |to*1|
it of |our*1|
of our |allies*1|country*2|foreign*1|infrastructure*1|manufacturing*1|ten*1|tremendous*1|vets*3|worst*1|
our tremendous |security*1|
tremendous security |burden*1|
security burden |but*1|
burden but |many*1|
but many |of*1|
are simply |not*1|
simply not |doing*1|
not doing |so*1|that*2|
doing so |especially*1|they*1|well*1|we’re*1|
so they |come*1|look*1|put*1|
they look |at*1|
at the |border*3|concept*1|deal*1|expense*1|fields*1|incompetence*1|last*1|number*1|patches*1|primary*1|roads*1|same*1|united*1|water’s*1|world*2|
the united |states*19|
united states |and*6|as*1|both*1|by*1|came*1|frankly*1|he*1|headquarters*1|itself*1|making*1|only*1|there*1|we’re*1|with*1|zero*1|
states as |weak*1|
as weak |and*1|
and forgiving |and*1|
forgiving and |feel*1|
and feel |no*1|
feel no |obligation*1|
no obligation |to*1|
obligation to |buy*1|honor*1|
to honor |their*1|
honor their |agreements*1|
their agreements |with*1|
agreements with |us*1|
with us |and*1|folks*1|from*1|in*1|they’re*1|
us in |education*1|fact*1|nato*1|terms*1|
in nato |for*1|
nato for |instance*1|
for instance |has*1|only*1|we*1|
instance only |4*1|
only 4 |of*1|
4 of |28*1|
of 28 |other*1|
28 other |member*1|
other member |countries*1|
member countries |besides*1|
countries besides |america*1|
besides america |are*1|
america are |spending*1|
are spending |the*1|
spending the |minimum*1|
the minimum |required*1|
minimum required |2*1|
required 2 |percent*1|
2 percent |of*1|
percent of |gdp*1|
of gdp |on*1|
gdp on |defense*1|
on defense |we*1|
defense we |have*1|
have spent |and*1|trillions*1|
spent trillions |of*1|
dollars over |time*1|
over time |on*1|
time on |budget*1|planes*1|that*1|
on planes |missiles*1|
planes missiles |ships*1|
missiles ships |equipment*1|
ships equipment |building*1|
equipment building |up*1|
building up |our*1|their*1|
up our |military*1|
military to |a*1|provide*1|
to provide |a*1|
provide a |strong*1|
a strong |and*1|defense*1|
strong defense |for*1|
defense for |europe*1|
for europe |and*1|
europe and |asia*1|
and asia |the*1|
asia the |countries*1|
the countries |we*1|
countries we |are*1|
are defending |must*1|
defending must |pay*1|
must pay |for*1|
pay for |the*6|
the cost |of*1|
cost of |this*1|
this defense |and*1|
defense and |if*1|security*1|
if not |the*1|
the us |has*1|must*1|
us must |be*1|
must be |a*1|and*1|based*1|prepared*1|to*1|unquestioned*1|willing*1|
be prepared |to*2|
prepared to |deploy*1|let*1|
let these |countries*1|
these countries |defend*1|
countries defend |themselves*1|
defend themselves |we*1|
themselves we |have*1|
no choice |the*1|there*1|they*1|we*1|
choice the |whole*1|
the whole |group*1|world*1|
whole world |will*1|
world will |be*2|
be safer |if*1|
safer if |our*1|
if our |allies*1|country*1|
allies do |their*1|
do their |part*1|
their part |to*1|
part to |support*1|
to support |our*1|them*1|
support our |common*1|
our common |challenges*1|defense*1|
common defense |and*1|
and security |a*1|of*1|
security a |trump*1|
a trump |administration*4|
trump administration |finally*1|no*1|will*3|
administration will |give*1|lead*1|never*1|
will lead |a*1|
lead a |free*1|
a free |trader*1|world*1|
free world |that*1|
that is |30*1|a*2|just*1|properly*1|so*1|some*1|threatened*1|very*1|
is properly |armed*1|
properly armed |and*1|
armed and |funded*1|
and funded |and*1|beautifully*1|
funded and |funded*1|
funded beautifully |thirdly*1|
beautifully thirdly |our*1|
thirdly our |friends*1|
our friends |and*5|are*1|we*1|
friends are |beginning*1|
are beginning |to*1|
beginning to |think*1|
think they |are*1|can*1|can’t*1|
they can’t |depend*1|even*1|get*1|lead*1|they*1|
can’t depend |on*1|
depend on |us*1|
on us |we’ve*1|
us we’ve |had*1|
we’ve had |a*1|some*1|the*1|
had a |great*1|huge*1|longstanding*1|news*1|plan*1|president*1|really*1|tough*1|tremendous*1|
who dislikes |our*1|
dislikes our |friends*1|
friends and |allies*2|bows*1|enemies*1|now*1|our*1|the*1|when*1|
and bows |to*1|
bows to |our*1|
to our |enemies*1|friends*1|
our enemies |are*1|put*1|something*1|
enemies something |that*1|
that we’ve |ever*1|never*1|
we’ve never |seen*1|
seen before |in*1|
before in |the*1|
the history |of*3|
history of |air*1|failed*1|general*1|our*2|
country he |negotiated*1|
he negotiated |a*1|
negotiated a |disastrous*1|
a disastrous |deal*1|
disastrous deal |with*1|
deal with |a*1|congress*1|iran*1|
with iran |and*1|he*1|
we watched |them*1|
watched them |ignore*1|
them ignore |its*1|
ignore its |terms*1|
its terms |even*1|
terms even |before*1|
even before |the*1|
before the |ink*1|
the ink |was*1|
ink was |dry*1|
was dry |iran*1|
dry iran |cannot*1|
iran cannot |be*1|
cannot be |allowed*3|
to have |a*5|everybody*1|good*1|incentive*1|our*1|so*1|some*1|that*1|the*1|their*1|to*2|victories*1|you*1|
weapon cannot |be*1|
allowed remember |that*1|
remember that |and*1|cannot*1|day*1|not*1|they*1|
that cannot |be*1|
weapon and |under*1|
and under |a*1|my*1|
under a |trump*2|
will never |be*1|enter*2|ever*2|make*1|run*1|sent*1|
ever be |allowed*1|
have that |nuclear*1|
that nuclear |weapon*1|
weapon all |of*1|
this without |even*1|
without even |mentioning*1|
even mentioning |the*1|
mentioning the |humiliation*1|
the humiliation |of*1|
humiliation of |the*1|
states with |iran’s*1|
with iran’s |treatment*1|
iran’s treatment |of*1|
treatment of |our*1|
our ten |captured*1|
ten captured |sailors*1|
captured sailors |—*1|
sailors — |so*1|
— so |vividly*1|
so vividly |i*1|
vividly i |remember*1|
i remember |that*1|
that day |in*1|
in negotiation |you*1|
negotiation you |must*1|
you must |be*1|
be willing |to*1|
willing to |leave*1|walk*1|
to walk |it*1|the*1|
walk the |iran*1|
the iran |deal*2|
iran deal |like*1|where*1|
deal like |so*1|
like so |many*1|
our worst |agreements*1|
worst agreements |is*1|
agreements is |the*1|
the result |before*1|of*1|
result of |not*1|
of not |being*1|
not being |willing*1|
being willing |to*1|
to leave |early*1|the*1|
leave the |table*1|united*1|
the table |it’s*1|when*1|
table when |the*1|
when the |other*1|president*1|vatican*1|
side knows |you’re*1|
knows you’re |not*1|
you’re not |a*1|going*1|
walk it |becomes*1|
it becomes |absolutely*1|
becomes absolutely |impossible*1|
absolutely impossible |to*1|
impossible to |win*1|
win — |you*1|
— you |just*1|know*3|
you just |can’t*2|heard*1|
just can’t |do*1|happen*1|win*1|
can’t win |at*1|
win at |the*1|
same time |your*1|
time your |friends*1|
your friends |need*1|
friends need |to*1|
will stick |by*1|
stick by |the*1|
the agreements |that*1|
agreements that |you*1|
have with |them*1|
with them |all*1|they*1|you’ve*1|
them you’ve |made*1|
you’ve made |that*1|
that agreement |you*1|
agreement you |have*1|
to stand |by*1|
stand by |it*1|
by it |and*1|but*1|now*1|
a better |friend*1|job*1|place*1|
better place |president*1|
place president |obama*1|
obama gutted |our*1|
gutted our |missile*1|
our missile |defense*2|
missile defense |plans*1|program*1|
defense program |and*1|
program and |then*1|
then abandoned |our*1|
abandoned our |missile*1|
defense plans |with*1|
plans with |poland*1|
with poland |and*1|
poland and |the*1|
the czech |republic*1|
czech republic |he*1|
republic he |supported*1|
he supported |the*1|
supported the |ouster*1|
the ouster |of*1|
ouster of |a*1|
a friendly |regime*1|
friendly regime |in*1|
regime in |egypt*1|
in egypt |that*1|
egypt that |had*1|
a longstanding |peace*1|
longstanding peace |treaty*1|
peace treaty |with*1|
treaty with |israel*1|
with israel |and*1|
israel and |then*1|
then helped |bring*1|
helped bring |the*1|
bring the |muslim*1|
the muslim |brotherhood*1|world*1|
muslim brotherhood |to*1|
brotherhood to |power*1|
to power |in*1|
power in |its*1|just*1|
in its |history*1|place*1|wake*1|
its place |israel*1|
place israel |our*1|
israel our |allies*1|great*1|
great friend |and*1|of*2|
friend and |the*1|
one true |democracy*1|
true democracy |in*1|
democracy in |the*1|
the middle |class*3|east*9|of*1|
middle east |but*1|has*1|iran*2|more*1|our*1|sadly*1|than*1|they’ve*1|
east has |been*1|
has been |a*3|all*1|allowed*1|an*1|forgotten*1|good*1|great*1|has*1|iran*1|snubbed*1|so*1|with*1|
been snubbed |and*1|
snubbed and |criticized*1|
and criticized |by*1|
criticized by |an*1|
an administration |that*1|
administration that |lacks*1|
that lacks |moral*1|
lacks moral |clarity*1|
moral clarity |just*1|
clarity just |a*1|
few days |ago*1|
days ago |vice*1|
ago vice |president*1|
vice president |biden*1|
president biden |again*1|
biden again |criticized*1|
again criticized |israel*1|
criticized israel |a*1|
israel a |force*1|
a force |for*1|
force for |justice*1|
for justice |and*1|
justice and |peace*1|
and peace |for*1|
peace for |acting*1|
for acting |as*1|
acting as |an*1|
as an |example*3|impatient*1|
an impatient |peace*1|
impatient peace |area*1|
peace area |in*1|
area in |the*1|
region president |obama*1|
has not |been*1|
not been |a*1|treated*1|
friend to |israel*1|
to israel |he*1|
israel he |has*1|
has treated |iran*1|
treated iran |with*1|
iran with |tender*1|
with tender |love*1|
tender love |and*1|
and care |and*1|
care and |made*1|
and made |it*1|
made it |a*1|the*1|
it a |great*1|
great power |in*1|iran*1|the*1|
power iran |has*1|
iran has |and*1|indeed*1|
has indeed |become*1|
indeed become |a*1|
become a |country*1|dumping*1|great*1|
great great |power*2|
in just |a*1|
very short |period*1|
short period |of*1|
period of |literally*1|time*3|
of time |because*1|china*1|in*1|the*1|
time because |of*1|
because of |our*1|what*1|
what we’ve |done*3|
we’ve done |all*1|for*1|to*1|
done all |of*1|
the expense |and*1|of*1|
expense and |all*1|
all at |the*1|
expense of |israel*1|
of israel |our*1|
allies in |the*2|these*1|
region and |very*1|
very importantly |the*1|they*1|
importantly the |united*1|
states itself |we’ve*1|
itself we’ve |picked*1|
we’ve picked |fights*1|
picked fights |with*1|
fights with |our*1|
our oldest |friends*1|
oldest friends |and*1|
now they’re |going*1|leaving*2|moving*1|projected*1|starting*1|trying*1|
they’re starting |to*1|
starting to |look*1|
to look |at*2|elsewhere*1|for*1|to*2|
look elsewhere |for*1|
elsewhere for |help*1|
for help |remember*1|
help remember |that*1|
that not |everybody*1|good*1|only*1|
not good |but*1|fourth*1|great*1|now*1|they*1|
good fourth |our*1|
fourth our |rivals*1|
our rivals |and*1|no*1|
rivals no |longer*1|
no longer |has*1|one*1|respect*1|surrender*1|
longer respect |us*1|
fact they’re |just*1|
they’re just |as*1|
just as |confused*1|
as confused |as*1|
confused as |our*1|
as our |allies*1|
allies but |in*1|
in an |even*1|ocean*1|
an even |bigger*1|more*1|
even bigger |problem*1|
bigger problem |is*1|with*1|
problem is |they*1|we*1|
is they |don’t*2|
they don’t |agree*3|even*1|have*3|know*5|respect*1|take*1|talk*2|
don’t take |us*1|
take us |seriously*1|
us seriously |anymore*1|
seriously anymore |the*1|
anymore the |truth*1|
the truth |is*1|ok*1|or*1|
truth is |they*1|
don’t respect |us*1|
us when |president*1|
when president |obama*2|
obama landed |in*1|
landed in |cuba*1|
in cuba |on*1|
cuba on |air*1|
on air |force*1|
air force |is*1|one*2|
force one |no*1|then*1|
one no |leader*1|
no leader |especially*1|was*1|
leader was |there*1|
was there |nobody*1|
there nobody |to*1|
nobody to |greet*1|
to greet |him*1|
greet him |perhaps*1|
him perhaps |an*1|
perhaps an |incident*1|
an incident |without*1|
incident without |precedent*1|
without precedent |in*1|
precedent in |the*1|
the long |and*1|
long and |expensive*1|prestigious*1|
and prestigious |history*1|
prestigious history |of*1|
of air |force*1|
one then |amazingly*1|
then amazingly |the*1|
amazingly the |same*1|
thing happened |in*1|
happened in |saudi*1|south*1|the*1|
in saudi |arabia*1|
arabia it’s |called*1|
it’s called |no*1|
called no |respect*1|
no respect |absolutely*1|do*1|for*1|
respect absolutely |no*1|
absolutely no |respect*1|
respect do |you*1|
you remember |obama*1|when*1|
remember when |the*1|
president made |a*1|
and expensive |trip*1|
expensive trip |to*1|
trip to |copenhagen*1|
to copenhagen |denmark*1|
copenhagen denmark |to*1|
denmark to |get*1|
get the |five*1|jobs*1|nomination*1|oil*1|olympics*1|
the olympics |for*1|
olympics for |our*1|
and after |four*1|this*1|
after this |unprecedented*1|
this unprecedented |effort*1|
unprecedented effort |it*1|
effort it |was*1|
was announced |that*1|
announced that |i’m*1|the*1|
that the |pope*1|president*1|united*1|
states came |in*1|
came in |fourth*1|no*1|second*2|
in fourth |place*1|—*1|
fourth — |fourth*1|
— fourth |place*1|
fourth place |he*1|the*1|
place the |president*1|
president of |the*2|
states making |this*1|
making this |trip*1|
this trip |—*1|
trip — |unprecedented*1|
— unprecedented |—*1|
unprecedented — |comes*1|
— comes |in*1|
comes in |fourth*1|
place he |should*1|
he should |have*1|
should have |known*1|the*1|
have known |the*1|
known the |result*1|
result before |making*1|
before making |such*1|
making such |an*1|
an embarrassing |commitment*1|
embarrassing commitment |we*1|
commitment we |were*1|
we were |almost*1|laughed*1|spending*1|
were laughed |at*1|
laughed at |all*1|
world as |we*1|
as we |have*2|
been many |many*1|
many times |are*1|before*1|the*1|
times the |list*1|
the list |of*1|
list of |humiliations*1|
